"IMAGE:1161564","IMAGE:121533","IMAGE:126681","IMAGE:128165","IMAGE:137245","IMAGE:137885","IMAGE:1461138","IMAGE:1540760","IMAGE:1566740","IMAGE:1606780","IMAGE:1635701","IMAGE:1750916","IMAGE:1941742","IMAGE:209264","IMAGE:212634","IMAGE:2310556","IMAGE:2392824","IMAGE:241365","IMAGE:2447120","IMAGE:246703","IMAGE:2469050","IMAGE:261453","IMAGE:268778","IMAGE:276804","IMAGE:278222","IMAGE:279966","IMAGE:282201","IMAGE:296889","IMAGE:32493","IMAGE:328542","IMAGE:36387","IMAGE:399093","IMAGE:415413","IMAGE:47665","IMAGE:592125","IMAGE:703577","IMAGE:743880","IMAGE:754303","IMAGE:754563","IMAGE:773335","IMAGE:782521","IMAGE:796127","IMAGE:809718","IMAGE:811058","IMAGE:826173","IMAGE:869466","IMAGE:878571","IMAGE:897642","IMAGE:938257","IMAGE:950606"
-3.19770460501513,0.252345584112176,1.09735161638317,0.811956421126418,0.283433540095902,3.1751530221284,2.79486568165453,2.01630953971027,0.249436599902254,0.0424012867335155,-0.926631943838272,1.04660236400867,-0.785584323841277,1.54620073523828,-0.198365547236989,2.05938291307916,-2.83603835034247,-1.8810358076217,-0.803615257763182,0.0414623134470314,-0.066492393085208,-0.00929217653526583,-0.376923269000454,2.09408926887576,0.60627499514408,0.674000672912551,-0.446362807446746,1.72428018810942,1.30666263587746,-0.0541494319237905,-0.921687780056596,1.48330219234739,1.3302302857267,-1.2310033114498,1.37098224049497,-0.0289813661499144,-0.409714444573243,0.388901423409929,-0.837617901847862,-4.34991842431741,-1.10169981464712,-0.700446512219653,-2.2942411377649,-0.782240468435766,-0.270372325451964,0.993209865570102,-0.971503077135827,0.548298409168259,0.813010171119938,-1.64346265080699
-3.08772446858721,1.83751614959166,1.41454787411491,1.43252104735511,-0.471749628929163,2.35472052711348,2.78281951401845,2.48228087776098,2.22478585472085,-0.402003940375071,-0.377827465729448,-0.169896133745009,-0.36155195853884,1.65180874219793,2.52549619415999,2.78778753342166,-1.99478558512811,-0.195920625148207,-0.953042072607178,0.934904920506888,-0.752234923787121,-0.607808939088278,-2.07415119510343,1.66323312613799,0.403669933837458,1.83758462471785,0.793170902519487,1.36414685436234,-0.686464388683509,0.688613600821909,0.00268772475089522,-0.988860708879487,1.39173610808215,-2.01442697966634,0.926306530659675,1.14712462239552,0.276780710605947,-1.24830848742532,-0.321282787539525,-3.63451474773729,0.345476956497041,0.303494073493205,-0.333044393379051,-0.837855242158837,-1.16591284897569,0.480809921686894,-1.77101271367551,0.16834085700978,0.563252284719072,-0.920358112815916
-2.33435754919486,-0.0926482238818778,1.06456426117709,1.05787031631754,-0.503972686262322,3.56104503931582,0.963675323007285,3.13442539127136,1.91360485933093,-0.236734829582032,1.04636605342544,0.62153294056962,0.777360580778239,2.10526561704373,3.2085942051435,1.33326147520509,-1.20755558653865,0.115126843835437,-1.59023331755072,-0.258445807584141,0.163084984875854,-0.818134889869137,-2.12391427011665,1.89669231228221,0.502224108305589,1.96875478083736,2.30278522478803,1.0178806711269,-2.18336514856908,2.01831163852162,0.878627373860638,-0.743860068923599,1.73488604815943,-0.250827828016309,0.904882932082139,1.05364365428766,-0.0364934692377977,-0.469242456431649,-0.125749046540637,-3.66794422256552,0.261725875831358,0.00637142230711838,0.47950152321805,-1.08613369995799,0.720666256134837,3.30255125576831,-1.8687413024327,-0.529696479589953,0.126312529866983,-0.326652134640561
-3.25755778153139,-0.563027720044593,1.91633454897256,-0.0496427944008667,-0.275663334645172,4.47090559323844,-0.220088211173425,2.50836092665291,2.35668930777625,-0.640821140522114,-0.987873071704745,0.792375307229613,-0.745757266687632,2.34532604288179,1.18887892979292,2.78495798631271,-2.71696885771439,-1.21452959881759,0.124857678511149,0.8817794106137,-1.16480966552648,-0.855298729187301,-0.28172361502348,2.19015774290448,1.20500062455315,1.50135786014808,0.593042701947937,1.70937537957163,0.0736171448864054,1.21663424345926,-0.810205770433883,-1.29563430299209,0.249638831480988,-1.91977609688341,0.96139854399212,0.0222869749599227,1.23298986289435,-1.54714722470506,-0.726071384963188,-4.70050945307936,0.738272782074985,-0.0287597760446401,-1.04724825400886,-0.372466527720221,-2.0869822621773,-0.922609852434984,1.27807794592554,-0.306263205442665,-1.48552737795235,-0.987110710002869
-3.06330623024088,0.552103116710393,1.12795808970015,1.39035856353392,-0.476305227787742,2.95905563399465,1.24206320293617,3.02002729505789,1.3704087664674,-0.216592442143159,-0.962542762230586,0.379878896364092,-0.377603291943226,2.21145181928958,1.95332573119263,3.36834016287581,-2.34148115077169,0.247003666678943,-0.323152303734668,0.505463224790907,-0.63666519876353,-0.723843007978743,-1.14916433275748,3.61805628123786,0.286399421790528,1.19028612219295,1.32244196991205,1.96881584423303,-2.90015278094622,1.80640930887086,-0.465612826063773,-1.29615594591987,0.949277033754851,-2.14578289154666,1.12216678924756,0.794468193213928,-0.570673472573816,-1.45262540505445,-0.803644478123221,-4.33951120529743,1.50508434004626,0.137338794220321,-2.34265940298198,-0.653236834027038,-0.638060753325545,-1.40831605667516,-1.35534172869897,-0.304781140630341,-0.726409608486195,-0.981650334205758
-2.34961522252898,0.557349577555224,1.2054244201754,0.619973454713262,-0.875407340940195,2.24241600909728,2.02755787971564,2.58285300071994,1.80700218122466,-0.108350200259944,-0.838218927245647,0.945212772883221,-0.345210984398593,1.90150542791505,3.13471160156079,4.49923249959595,-0.656022272240082,0.558222745281618,-0.885650991979671,0.0434195966762491,-0.424464066661559,0.354137642180688,-1.68845438273317,1.75401407880632,0.584757523662081,2.72135232963099,2.36738543645351,1.05114594187713,-1.23983255738551,1.43942583841692,0.896996302272047,-1.50646659492253,1.55914951504231,-0.45405569743371,-1.28345509018174,1.6048816575975,-0.383310493896107,-1.39637527629029,-1.12387118984174,-4.07110384780021,-0.549641153915005,-0.185658394797721,-1.45344070385055,-0.573705852285117,-0.921518375292768,8.16423677348918,-1.78991397472173,-0.920870714780838,0.62532170235005,-0.366646805158285
-1.77656916692772,1.80089082352642,-0.0479309540875257,1.77827634745743,-1.1272012599043,2.82552287739411,0.448659106068998,2.95339887000148,0.295471402207486,-0.239936254103356,-0.359123229425779,-0.455994229292439,0.0456069412984947,2.18366872256017,3.88264927665931,2.43067152413601,-1.65218323205547,-0.764765061733993,-0.900101191305624,1.16398295179038,-0.319165459538099,0.106761826758866,-1.79117681813727,2.42360552096938,1.56012080088529,1.49213641259266,1.0008253691102,1.70774080644178,-0.765923844978819,0.280007787134541,-0.3919616404342,-0.414168334499568,1.16400820099794,-1.497435918756,0.422063279346129,1.34292679993088,0.832871619022455,-0.131532010889084,-0.387476785273253,-3.0563835527262,-0.0310586911084354,0.128527583253882,-0.750447837831362,-0.101950672880715,-1.02781713318386,3.2687683049072,-1.82909485583645,-0.772967146355082,-0.0550223043146435,-1.42589054556371
-3.20757905856005,2.0206915974985,2.02673234271946,1.52678190483653,-0.755537710816835,5.0014523549495,0.328674316922042,3.16581285350575,0.998540580885496,-0.449471166672897,-0.905038819655717,0.526057320441725,-1.30595796068607,2.91068749568442,2.71962292299371,1.60580514434992,-0.799656083434569,-0.425370446050831,-1.4255898216058,1.01036200919359,-1.21180596906199,-0.498652467002522,-1.82341713840352,3.63238518167246,0.595080570197167,2.09874811209999,1.37005296288797,1.3169676864885,0.459038060127316,0.83209156728659,0.301348349900548,-0.759717552057716,1.41164857901506,-1.419933682204,1.55945555567778,-1.23079485153645,-0.530515930051036,-0.490276810080594,-1.42498811448086,-3.93377983679169,-0.375216843159883,0.972825192907427,-2.22126932888927,-0.354636989085581,-1.57830389490989,2.26112260897978,-2.30351504264119,-1.01662505289804,-0.303515720850458,-0.539029056776263
-3.43182132440074,1.051726108759,1.49984995547417,0.90984484512841,-1.19665580680116,2.59303638773599,-0.665716470206032,2.96721369249045,2.21874849520336,-0.551884997124201,-0.963927116064268,-0.277010856330409,0.880481808714858,2.94100177145965,2.35926155224693,1.72025423180271,-2.08858454208756,0.258661222996476,-1.63217889470842,0.209029858969929,0.129545722528614,-0.0716918804505238,-0.0496575756797166,2.30868644673722,-0.667365172850343,-0.897423706497474,-0.360827868565829,1.77479394780868,-2.28153051279148,-2.53452303321273,0.0705739928365642,-0.581443780170506,0.585439851089901,-0.703017968258191,0.498961782932506,0.352004417588751,-0.733855218853206,-1.01372444564328,-0.68624501831278,-3.61876397790723,2.35964075553318,-0.329114536397502,-1.00653037842262,-0.824076991226309,-0.329058680777722,4.75064456909213,-2.14298603054656,-0.989144702807428,0.350839576191338,-0.933725930736894
-1.5515086131273,1.00910581329384,2.24352075806768,1.63884074863832,-0.221157114857984,2.04713713771527,2.96535267621522,3.02509892961556,0.337738506665867,-0.063798991108337,-0.0782834717880982,0.0956169723217584,-0.17732160515922,0.480647492477153,0.749142092777362,0.901597420705636,-2.31365362361818,0.48156887532678,-1.39495927382749,0.559167369108367,-1.76382367204475,0.692044577153279,-2.42517353552026,2.08298090386809,0.379995185108332,2.16815086687854,0.468075362849293,-0.97090715125985,-0.633209959892235,0.597572393702919,0.0325669127883081,0.0976653077724262,2.60916217205366,-0.729789552576777,1.68564037543523,1.27151502527507,0.196413822388163,-0.77467589782674,-0.0172597565894589,-3.64254910859795,0.244478554052151,-1.4497754599094,0.0216378786998723,-1.46359767159142,-0.592625726242908,5.78880746041171,-1.99402757617062,-0.428220124169977,0.172834773597332,-0.323912216392273
